Baseline 100%T,,Baseline 0%T,,Plaque Gravee-1,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
1081,96.94747162,1081,0.2560055852,1081,10.54058266,
1080,96.91695404,1080,0.2551094294,1080,10.53895187,
1079,96.8992157,1079,0.261703372,1079,10.50354576,
1078,96.8772049,1078,0.2659692466,1078,10.47999573,
1077,96.85430908,1077,0.2586403191,1077,10.47202301,
1076,96.83908081,1076,0.2593711615,1076,10.45703506,
1075,96.8142395,1075,0.2613327205,1075,10.44305611,
1074,96.79792786,1074,0.25905177,1074,10.42404842,
1073,96.79090881,1073,0.2597327232,1073,10.4043417,
1072,96.74533844,1072,0.2649616599,1072,10.38663197,
1071,96.73291016,1071,0.2566920221,1071,10.3836174,
1070,96.72699738,1070,0.2656127512,1070,10.36065578,
1069,96.67297363,1069,0.2568689287,1069,10.35445595,
1068,96.64528656,1068,0.2570103705,1068,10.33771896,
1067,96.64097595,1067,0.2602856755,1067,10.31612778,
1066,96.67318726,1066,0.2615272701,1066,10.29137993,
1065,96.56826019,1065,0.2599441707,1065,10.28790569,
1064,96.55657959,1064,0.2578599751,1064,10.27476311,
1063,96.54451752,1063,0.2577120066,1063,10.25832939,
1062,96.54760742,1062,0.2521722019,1062,10.2466135,
1061,96.49334717,1061,0.2679095268,1061,10.20991707,
1060,96.48929596,1060,0.2587637007,1060,10.20401478,
1059,96.45678711,1059,0.2560597956,1059,10.194067,
1058,96.44338989,1058,0.2597736418,1058,10.17064571,
1057,96.41337585,1057,0.2589817941,1057,10.15117455,
1056,96.39364624,1056,0.2552865148,1056,10.13784313,
1055,96.36385345,1055,0.2562801242,1055,10.12929726,
1054,96.3342514,1054,0.262542665,1054,10.10852051,
1053,96.33634186,1053,0.2576348186,1053,10.08601952,
1052,96.26313782,1052,0.2593534291,1052,10.08440208,
1051,96.28829193,1051,0.2639577091,1051,10.05003071,
1050,96.21696472,1050,0.2557089031,1050,10.05050182,
1049,96.19676971,1049,0.2593705654,1049,10.03713512,
1048,96.18779755,1048,0.2582811117,1048,10.01274109,
1047,96.1735611,1047,0.2541672587,1047,9.999459267,
1046,96.09166718,1046,0.2554358542,1046,9.990861893,
1045,96.10559082,1045,0.2581380904,1045,9.969861031,
1044,96.08383942,1044,0.2535589933,1044,9.950192451,
1043,96.04179382,1043,0.2552438378,1043,9.945140839,
1042,96.02180481,1042,0.2567236722,1042,9.919366837,
1041,95.98232269,1041,0.2576071024,1041,9.911610603,
1040,95.96060944,1040,0.2602708042,1040,9.882593155,
1039,95.92384338,1039,0.2541096509,1039,9.883323669,
1038,95.90592194,1038,0.2532922924,1038,9.86438942,
1037,95.88613892,1037,0.2552461326,1037,9.841964722,
1036,95.85960388,1036,0.2586907744,1036,9.817428589,
1035,95.80631256,1035,0.2576824427,1035,9.807192802,
1034,95.7745285,1034,0.2517163754,1034,9.803607941,
1033,95.76129913,1033,0.2567052245,1033,9.773145676,
1032,95.735672,1032,0.254774034,1032,9.759979248,
1031,95.68984222,1031,0.2605363131,1031,9.741856575,
1030,95.65593719,1030,0.2633799911,1030,9.720742226,
1029,95.62834167,1029,0.2576357722,1029,9.714455605,
1028,95.59281921,1028,0.2529447377,1028,9.709127426,
1027,95.55919647,1027,0.2585906684,1027,9.684751511,
1026,95.53833008,1026,0.2574292123,1026,9.669033051,
1025,95.49304962,1025,0.2557130754,1025,9.658236504,
1024,95.47226715,1024,0.2581616938,1024,9.635987282,
1023,95.42847443,1023,0.252448827,1023,9.630114555,
1022,95.39369202,1022,0.2492350489,1022,9.613377571,
1021,95.33883667,1021,0.2541454136,1021,9.597938538,
1020,95.31791687,1020,0.2573610842,1020,9.576888084,
1019,95.25628662,1019,0.2553877831,1019,9.569523811,
1018,95.24815369,1018,0.2543311119,1018,9.552079201,
1017,95.21038818,1017,0.2569289804,1017,9.531758308,
1016,95.17147064,1016,0.2534373105,1016,9.516951561,
1015,95.13365936,1015,0.2519126832,1015,9.504384995,
1014,95.10192108,1014,0.2596352398,1014,9.474931717,
1013,95.07820892,1013,0.2545359731,1013,9.468686104,
1012,95.04027557,1012,0.2574379146,1012,9.449372292,
1011,94.99424744,1011,0.2554651499,1011,9.435956001,
1010,94.93881989,1010,0.2556802034,1010,9.430125237,
1009,94.93481445,1009,0.2517307997,1009,9.408823013,
1008,94.87138367,1008,0.256323874,1008,9.392951965,
1007,94.8374939,1007,0.2500368655,1007,9.381930351,
1006,94.79380035,1006,0.2525911331,1006,9.364146233,
1005,94.75287628,1005,0.2519730926,1005,9.346401215,
1004,94.71273804,1004,0.2518887222,1004,9.333714485,
1003,94.6783371,1003,0.2495885789,1003,9.321100235,
1002,94.62486267,1002,0.2485598922,1002,9.304166794,
1001,94.58030701,1001,0.2533580661,1001,9.289746284,
1000,94.52307129,1000,0.2509301901,1000,9.27636528,
999,94.49765778,999,0.2523216009,999,9.256937027,
998,94.44520569,998,0.2555415928,998,9.234246254,
997,94.38806152,997,0.2464702874,997,9.234110832,
996,94.34549713,996,0.2535806894,996,9.208520889,
995,94.30262756,995,0.2541777492,995,9.194645882,
994,94.25395966,994,0.2496052086,994,9.183124542,
993,94.21661377,993,0.2518031597,993,9.165949821,
992,94.16495514,992,0.2532549798,992,9.151250839,
991,94.11352539,991,0.2482276857,991,9.139687538,
990,94.07662964,990,0.2511247993,990,9.127762794,
989,94.02200317,989,0.246622175,989,9.112164497,
988,93.95625305,988,0.2518856525,988,9.096177101,
987,93.91845703,987,0.2512929142,987,9.076077461,
986,93.85769653,986,0.248043403,986,9.060698509,
985,93.80858612,985,0.2492741942,985,9.041639328,
984,93.7701416,984,0.249417454,984,9.030092239,
983,93.70191956,983,0.2494893223,983,9.015141487,
982,93.6499939,982,0.2501583993,982,8.999775887,
981,93.60671234,981,0.248367548,981,8.986797333,
980,93.54707336,980,0.2530278862,980,8.973071098,
979,93.49077606,979,0.2458888739,979,8.960646629,
978,93.4395752,978,0.2508437037,978,8.940558434,
977,93.37689209,977,0.2463594526,977,8.928808212,
976,93.32657623,976,0.2498348951,976,8.915081978,
975,93.27864838,975,0.2517500818,975,8.893498421,
974,93.22001648,974,0.2471681237,974,8.880654335,
973,93.1628418,973,0.2527681291,973,8.862469673,
972,93.10634613,972,0.2504933178,972,8.855412483,
971,93.03636169,971,0.2497213483,971,8.834247589,
970,92.98072052,970,0.2477265894,970,8.828903198,
969,92.92343903,969,0.2500619888,969,8.811408043,
968,92.86827087,968,0.247769177,968,8.800694466,
967,92.80363464,967,0.2493613809,967,8.78574276,
966,92.74641418,966,0.2447517812,966,8.771584511,
965,92.67383575,965,0.2462299019,965,8.759397507,
964,92.61388397,964,0.2438404411,964,8.746626854,
963,92.54675293,963,0.2424642742,963,8.729534149,
962,92.47960663,962,0.2495432496,962,8.709752083,
961,92.41279602,961,0.2447906584,961,8.698724747,
960,92.34663391,960,0.2438593954,960,8.682961464,
959,92.28154755,959,0.2443046719,959,8.670938492,
958,92.21141815,958,0.2418086827,958,8.660675049,
957,92.14173889,957,0.2425405234,957,8.641133308,
956,92.08233643,956,0.2468078882,956,8.625015259,
955,92.00097656,955,0.24299784,955,8.606971741,
954,91.92877197,954,0.2441881001,954,8.599509239,
953,91.84466553,953,0.239731282,953,8.584741592,
952,91.78038025,952,0.243489936,952,8.573443413,
951,91.70236206,951,0.2485733926,951,8.551568985,
950,91.62246704,950,0.2426397949,950,8.54486084,
949,91.55712128,949,0.2424243093,949,8.537278175,
948,91.4721756,948,0.2422512323,948,8.51671505,
947,91.38413239,947,0.2451965511,947,8.499430656,
946,91.30545044,946,0.2420751154,946,8.48982811,
945,91.21704865,945,0.2392311543,945,8.481765747,
944,91.13506317,944,0.2458972931,944,8.4572258,
943,91.04864502,943,0.2479974627,943,8.440202713,
942,90.95167542,942,0.2432971299,942,8.437643051,
941,90.86347198,941,0.2410276979,941,8.424978256,
940,90.77809143,940,0.2441758513,940,8.41152668,
939,90.68439484,939,0.2392731905,939,8.404319763,
938,90.59069824,938,0.2418074757,938,8.385946274,
937,90.4948349,937,0.2431269288,937,8.376412392,
936,90.40478516,936,0.2431284636,936,8.364991188,
935,90.30877686,935,0.2433351725,935,8.350363731,
934,90.21781921,934,0.2440150529,934,8.331277847,
933,90.11963654,933,0.2383414656,933,8.336236,
932,90.00812531,932,0.2385517061,932,8.318873405,
931,89.91118622,931,0.2423738092,931,8.304224968,
930,89.82126617,930,0.2329460829,930,8.303761482,
929,89.7293396,929,0.2409971356,929,8.286444664,
928,89.6230545,928,0.2388301492,928,8.269604683,
927,89.52935028,927,0.2430192232,927,8.252077103,
926,89.43061829,926,0.2368635088,926,8.244196892,
925,89.34706879,925,0.2394609451,925,8.227107048,
924,89.24669647,924,0.2433460653,924,8.215031624,
923,89.140625,923,0.2386751175,923,8.220006943,
922,89.03288269,922,0.2359072715,922,8.208426476,
921,88.93830109,921,0.2375710756,921,8.194801331,
920,88.84535217,920,0.2396428734,920,8.184400558,
919,88.7495575,919,0.2361193299,919,8.173390388,
918,88.67180634,918,0.2419606745,918,8.158526421,
917,88.57740784,917,0.2378139347,917,8.145100594,
916,88.49557495,916,0.2279062718,916,8.142227173,
915,88.40010071,915,0.2366199642,915,8.119510651,
914,88.31215668,914,0.2307819873,914,8.118906021,
913,88.22463989,913,0.2344205976,913,8.098300934,
912,88.12905121,912,0.2377965003,912,8.084611893,
911,88.04527283,911,0.2343492508,911,8.072407722,
910,87.93553925,910,0.2237882912,910,8.074602127,
909,87.84552002,909,0.2414122224,909,8.038599968,
908,87.75067139,908,0.2320389301,908,8.037153244,
907,87.64219666,907,0.2314320803,907,8.038036346,
906,87.5504303,906,0.2337508351,906,8.005940437,
905,87.45521545,905,0.2234248668,905,8.018610954,
904,87.35451508,904,0.2270255238,904,7.98623991,
903,87.24914551,903,0.2360355407,903,7.970897198,
902,87.15908813,902,0.2407447398,902,7.956044197,
901,87.04669189,901,0.2411412746,901,7.940348148,
900,86.93347931,900,0.2403794825,900,7.938483238,
899,86.83301544,899,0.2399156839,899,7.916805267,
898,86.74069977,898,0.2361333221,898,7.918941975,
897,86.63084412,897,0.2323945463,897,7.901059151,
896,86.53607178,896,0.2246835232,896,7.901705265,
895,86.43341064,895,0.2330570519,895,7.880534172,
894,86.3240509,894,0.2201898098,894,7.883605957,
893,86.21146393,893,0.2182951421,893,7.863684654,
892,86.11325836,892,0.2415601164,892,7.835021496,
891,85.99250793,891,0.234456569,891,7.821007252,
890,85.87766266,890,0.2304482311,890,7.83231163,
889,85.78372955,889,0.2348225266,889,7.81690836,
888,85.67177582,888,0.2455602139,888,7.798304558,
887,85.56575775,887,0.2266749293,887,7.780100346,
886,85.45154572,886,0.2225923985,886,7.785311222,
885,85.3462677,885,0.2199137807,885,7.791475773,
884,85.22246552,884,0.2222959697,884,7.780930996,
883,85.12432861,883,0.2185614705,883,7.765571117,
882,85.00083923,882,0.2238565385,882,7.749589443,
881,84.89167786,881,0.229593575,881,7.734497547,
880,84.79106903,880,0.2418774813,880,7.722503662,
879,84.67474365,879,0.2198137641,879,7.738659382,
878,84.55429077,878,0.2311758697,878,7.717613697,
877,84.44348907,877,0.2252187282,877,7.714763165,
876,84.32433319,876,0.2155063897,876,7.694039345,
875,84.22040558,875,0.2128707916,875,7.721874237,
874,84.10108948,874,0.2193122804,874,7.660290718,
873,83.9928894,873,0.2284532636,873,7.650666714,
872,83.88314056,872,0.2430625558,872,7.620199203,
871,83.77283478,871,0.2050390542,871,7.668898106,
870,83.67180634,870,0.2128247172,870,7.636566639,
869,83.55664825,869,0.2083320171,869,7.62912178,
868,83.44050598,868,0.2367022932,868,7.618798256,
867,83.3314209,867,0.2165118754,867,7.618093491,
866,83.22542572,866,0.2170222998,866,7.591435432,
865,83.13000488,865,0.2254309803,865,7.549749374,
864,83.01533508,864,0.2221694887,864,7.576876163,
863,82.90906525,863,0.1969106495,863,7.560275555,
862,82.82975769,862,0.2054960728,862,7.578767776,
861,82.70503998,861,0.2204786241,861,7.559854507,
860,82.60811615,860,0.230066821,860,7.513422012,
859,82.52237701,859,0.2165748477,859,7.533298492,
858,82.421875,858,0.2040025294,858,7.531135559,
857,82.33283997,857,0.2306170464,857,7.502233028,
856,82.22486115,856,0.22185193,856,7.512580395,
855,82.11867523,855,0.1996487677,855,7.519947529,
854,82.03405762,854,0.2242604196,854,7.50439024,
853,81.94017792,853,0.2193575799,853,7.456376553,
852,81.8553772,852,0.2080910355,852,7.465460777,
851,81.7926178,851,0.231036216,851,7.449726582,
850,81.72174072,850,0.1796461046,850,7.478496552,
849,81.62765503,849,0.2002576292,849,7.444682121,
848,81.54978943,848,0.2198624462,848,7.426038265,
847,81.47728729,847,0.2113020718,847,7.45614481,
846,81.39728546,846,0.2269897312,846,7.39953661,
845,81.31764221,845,0.2181847543,845,7.456055164,
844,81.25540924,844,0.1800966263,844,7.438204288,
843,81.18467712,843,0.2153665572,843,7.376496315,
842,81.11428833,842,0.2183776647,842,7.404035568,
841,81.08084106,841,0.2276356518,841,7.355497837,
840,81.02547455,840,0.23739326,840,7.337539673,
839,80.95278168,839,0.2066317052,839,7.371232033,
838,80.90298462,838,0.1871413141,838,7.386065483,
837,80.84738159,837,0.2387830019,837,7.318786621,
836,80.79958344,836,0.214083612,836,7.329181671,
835,80.77453613,835,0.2166032493,835,7.330949783,
834,80.72690582,834,0.2097314745,834,7.339848042,
833,80.68798828,833,0.2067899555,833,7.394917965,
832,80.65947723,832,0.2244304419,832,7.302770138,
831,80.60824585,831,0.2348250747,831,7.290154457,
830,80.59242249,830,0.1698976457,830,7.304109573,
829,80.57617188,829,0.1919055879,829,7.374724865,
828,80.56323242,828,0.2188142836,828,7.290730476,
827,80.54743195,827,0.247219786,827,7.228550434,
826,80.49547577,826,0.2197660953,826,7.314188957,
825,80.48667908,825,0.2151618302,825,7.308840752,
824,80.51857758,824,0.2434088439,824,7.286576748,
823,80.49504852,823,0.2332159281,823,7.281633377,
822,80.46694946,822,0.2401064634,822,7.244238853,
821,80.48046875,821,0.1898083389,821,7.303082943,
820,80.4903717,820,0.2553467751,820,7.190878868,
819,80.48728943,819,0.2049353272,819,7.262358189,
818,80.49867249,818,0.2256872803,818,7.277863503,
817,80.51667786,817,0.1978916824,817,7.269152164,
816,80.52954865,816,0.2472672164,816,7.183198452,
815,80.55806732,815,0.2104432136,815,7.285339355,
814,80.59350586,814,0.235129714,814,7.199026585,
813,80.57176971,813,0.2158189118,813,7.284669399,
812,80.62657928,812,0.2425500602,812,7.153028488,
811,80.67118835,811,0.2171857506,811,7.175199032,
810,80.66958618,810,0.2095821798,810,7.208064079,
809,80.68778992,809,0.1932829171,809,7.198374748,
808,80.74542236,808,0.2680812776,808,7.184506416,
807,80.80213165,807,0.2230202556,807,7.180802345,
806,80.86663818,806,0.2540925145,806,7.128379345,
805,80.90244293,805,0.1653814465,805,7.272647381,
804,80.95327759,804,0.2378738523,804,7.182513714,
803,81.00597382,803,0.2046312392,803,7.14596796,
802,81.04008484,802,0.2091289461,802,7.221935749,
801,81.05665588,801,0.2142150253,801,7.171790123,
800,81.17930603,800,0.2185643166,800,7.169435978,
799,85.56934357,799,0.1744172126,799,7.308737278,
798,85.38301849,798,0.2451043576,798,7.169393539,
797,85.57874298,797,0.2109214962,797,7.22873354,
796,85.0989151,796,0.2546006739,796,7.182992458,
795,85.43302917,795,0.221312955,795,7.193987846,
794,85.73105621,794,0.2044342458,794,7.168522358,
793,85.61210632,793,0.1931605488,793,7.198952198,
792,85.4174118,792,0.1646547019,792,7.230858326,
791,85.66533661,791,0.288746357,791,7.065793991,
790,85.67501068,790,0.2741240859,790,7.0871315,
789,85.59958649,789,0.2237876952,789,7.084552765,
788,85.56620789,788,0.2381184846,788,7.171454906,
787,85.71790314,787,0.2058375925,787,7.182249546,
786,85.63469696,786,0.2086216062,786,7.241454601,
785,85.90897369,785,0.3018857837,785,7.151770592,
784,86.05271149,784,0.1993234009,784,7.156976223,
783,85.83834076,783,0.2308313251,783,7.127087593,
782,86.01052094,782,0.2131932229,782,7.182509422,
781,85.87634277,781,0.2997103333,781,7.047873497,
780,85.86748505,780,0.2551549077,780,7.082930088,
779,86.14994049,779,0.2132003456,779,7.114449024,
778,85.89170837,778,0.2305951416,778,7.150970459,
777,85.98627472,777,0.1883942187,777,7.161169529,
776,86.19100189,776,0.2319102883,776,7.09087944,
775,86.11021423,775,0.2348393947,775,7.113929749,
774,86.27453613,774,0.2649983764,774,7.064191818,
773,86.2015152,773,0.2243004292,773,7.108314514,
772,86.16567993,772,0.1768645793,772,7.235758781,
771,86.18998718,771,0.2233100533,771,7.09784317,
770,86.45277405,770,0.2165325433,770,7.095110416,
769,86.29789734,769,0.2216612995,769,7.081607819,
768,86.29255676,768,0.2569122612,768,7.071802616,
767,86.44776154,767,0.2308103889,767,7.083474159,
766,86.57328796,766,0.2470924109,766,7.058673859,
765,86.45595551,765,0.2118286639,765,7.104623318,
764,86.62024689,764,0.2550241351,764,7.019282341,
763,86.55168152,763,0.2227757871,763,7.07614994,
762,86.57727051,762,0.2386089116,762,7.058044434,
761,86.47506714,761,0.1803665161,761,7.119504929,
760,86.60732269,760,0.2255291194,760,7.024043083,
759,86.66458893,759,0.236929819,759,7.028119087,
758,86.63718414,758,0.2505519986,758,6.993219376,
757,86.65222168,757,0.2358324081,757,6.987782478,
756,86.76587677,756,0.256845504,756,7.038545609,
755,86.70050812,755,0.23126553,755,7.01987505,
754,86.78523254,754,0.2246540934,754,6.975749969,
753,86.74085236,753,0.2163931727,753,7.067520142,
752,86.70589447,752,0.2545413673,752,6.980959892,
751,86.7589798,751,0.2241058797,751,6.984373093,
750,86.81214142,750,0.2244914919,750,7.006006718,
749,86.87167358,749,0.2073233277,749,7.026452541,
748,86.94693756,748,0.2062119246,748,7.020436764,
747,87.02694702,747,0.2276641279,747,6.976850986,
746,87.0856781,746,0.2268693149,746,6.989868164,
745,86.95191193,745,0.2304753363,745,6.994068623,
744,87.02560425,744,0.2337879539,744,6.999137878,
743,87.14020538,743,0.2189264446,743,6.973063946,
742,87.05950165,742,0.2564710975,742,6.929656029,
741,87.15155792,741,0.2412529886,741,6.948900223,
740,87.18089294,740,0.227966994,740,7.001879692,
739,87.07019043,739,0.2395979315,739,6.932372093,
738,87.26279449,738,0.2259610891,738,6.980914116,
737,87.03004456,737,0.2445784211,737,6.94751215,
736,87.2598877,736,0.2473707497,736,6.91775465,
735,87.16402435,735,0.2340795398,735,6.904016972,
734,87.24782562,734,0.2240986377,734,6.912864208,
733,87.16719055,733,0.232500717,733,6.95792532,
732,87.22045135,732,0.2309706807,732,6.954735756,
731,87.22994995,731,0.2188038528,731,6.942306995,
730,87.19192505,730,0.2454636842,730,6.922259331,
729,87.27268219,729,0.2211407125,729,6.876432896,
728,87.3010788,728,0.2135115713,728,6.917863846,
727,87.36908722,727,0.2140392959,727,6.90961647,
726,87.37115479,726,0.232725963,726,6.913747787,
725,87.41843414,725,0.218100816,725,6.908473492,
724,87.37493896,724,0.2269532084,724,6.91369009,
723,87.52308655,723,0.2398341149,723,6.859333992,
722,87.44099426,722,0.2189919353,722,6.874830246,
721,87.44153595,721,0.2226712704,721,6.857419014,
720,87.49606323,720,0.2343463302,720,6.834411621,
719,87.48414612,719,0.2317232043,719,6.869616985,
718,87.52038574,718,0.2142977268,718,6.879796982,
717,87.56484222,717,0.2167585492,717,6.844907761,
716,87.50678253,716,0.2268515527,716,6.835939884,
715,87.56067657,715,0.2344095409,715,6.842189789,
714,87.59738159,714,0.2267318964,714,6.811115742,
713,87.44682312,713,0.2348578572,713,6.820378304,
712,87.48427582,712,0.2316674292,712,6.803046703,
711,87.57051849,711,0.2345909178,711,6.813746452,
710,87.54066467,710,0.2282111049,710,6.8032341,
709,87.69490051,709,0.2375072986,709,6.773424149,
708,87.55285645,708,0.2286786437,708,6.798678398,
707,87.63007355,707,0.237639755,707,6.802967072,
706,87.59017181,706,0.2254620194,706,6.802351952,
705,87.58628082,705,0.2282854468,705,6.795828819,
704,87.69723511,704,0.2305172682,704,6.763289928,
703,87.57145691,703,0.2294303775,703,6.792900085,
702,87.61694336,702,0.2400148362,702,6.751874924,
701,87.62226868,701,0.2296420783,701,6.723453999,
700,87.72566223,700,0.2231476158,700,6.727707386,
699,87.60411072,699,0.2244796902,699,6.752149105,
698,87.63201141,698,0.2316699624,698,6.745783806,
697,87.57763672,697,0.227143079,697,6.749257565,
696,87.56313324,696,0.2194932252,696,6.724629402,
695,87.61833954,695,0.2206460536,695,6.758753777,
694,87.5765152,694,0.2219606638,694,6.729035854,
693,87.60372162,693,0.225513801,693,6.721419811,
692,87.7099762,692,0.2205366492,692,6.721279621,
691,87.56803131,691,0.2323855609,691,6.700996876,
690,87.55231476,690,0.2195744365,690,6.731446266,
689,87.59069061,689,0.2291468382,689,6.679431915,
688,87.70742798,688,0.2277958393,688,6.694666386,
687,87.49138641,687,0.2096575946,687,6.731899738,
686,87.61064911,686,0.2286649942,686,6.686902046,
685,87.64980316,685,0.2254766226,685,6.660852432,
684,87.54838562,684,0.2261369079,684,6.666527748,
683,87.58797455,683,0.2280623168,683,6.659164429,
682,87.50741577,682,0.2263794839,682,6.654905319,
681,87.67736816,681,0.2228991985,681,6.658881187,
680,87.6146698,680,0.2193707973,680,6.671332359,
679,87.60897064,679,0.2132493109,679,6.644504547,
678,87.49687958,678,0.2201322019,678,6.643814087,
677,87.60467529,677,0.2280341685,677,6.632133007,
676,87.53929901,676,0.2244345546,676,6.614974976,
675,87.5559845,675,0.2315083295,675,6.617517948,
674,87.53162384,674,0.2179575861,674,6.615526199,
673,87.48300171,673,0.2229408622,673,6.615204334,
672,87.48944855,672,0.2242787331,672,6.632501602,
671,87.45124817,671,0.2217817307,671,6.618978024,
670,87.44483185,670,0.2162088007,670,6.594995499,
669,87.56105804,669,0.221805349,669,6.580242634,
668,87.45818329,668,0.2313838303,668,6.589039326,
667,87.43464661,667,0.2201219052,667,6.574249268,
666,87.3904953,666,0.2218498588,666,6.573987961,
665,87.37054443,665,0.221732229,665,6.559999466,
664,87.35769653,664,0.2198213041,664,6.560990334,
663,87.37034607,663,0.2220478803,663,6.562684536,
662,87.39837646,662,0.2211020291,662,6.555908203,
661,87.39903259,661,0.2285349816,661,6.532549858,
660,87.39254761,660,0.2246038318,660,6.535592556,
659,87.36923981,659,0.2221893966,659,6.532944679,
658,87.33621216,658,0.2287096381,658,6.52519083,
657,87.39107513,657,0.2237441242,657,6.521229267,
656,87.42642975,656,0.2271129787,656,6.490047932,
655,87.34349823,655,0.2275725901,655,6.523204803,
654,87.28894806,654,0.2192586362,654,6.50044775,
653,87.35206604,653,0.218570888,653,6.502635956,
652,87.27775574,652,0.2245509923,652,6.498426914,
651,87.32558441,651,0.2270147502,651,6.478468418,
650,87.36355591,650,0.2168335766,650,6.489156246,
649,87.26622009,649,0.2325114161,649,6.481324196,
648,87.32202911,648,0.2230164409,648,6.468799591,
647,87.29341125,647,0.2238002121,647,6.479622364,
646,87.35494232,646,0.2281393558,646,6.45171833,
645,87.31129456,645,0.2169522643,645,6.458877087,
644,87.36851501,644,0.2274465263,644,6.437143803,
643,87.29608154,643,0.2214131951,643,6.438652992,
642,87.35990906,642,0.2277796566,642,6.397427082,
641,87.27806854,641,0.2227095366,641,6.402484417,
640,87.36343384,640,0.2258026898,640,6.419475555,
639,87.34744263,639,0.2238495946,639,6.405416012,
638,87.36837006,638,0.2249563783,638,6.395240784,
637,87.36906433,637,0.2254039049,637,6.375936985,
636,87.39141083,636,0.2207378149,636,6.395314693,
635,87.42440033,635,0.2216980308,635,6.379741669,
634,87.42985535,634,0.2254854143,634,6.364843369,
633,87.44117737,633,0.2290469855,633,6.371799946,
632,87.45013428,632,0.2261145115,632,6.354584694,
631,87.44499969,631,0.2369381487,631,6.341554165,
630,87.44081879,630,0.2275126576,630,6.344395161,
629,87.42710114,629,0.2196309865,629,6.39152956,
628,87.26390839,628,0.2180370092,628,6.353641987,
627,87.44647217,627,0.2280806601,627,6.315228939,
626,87.41557312,626,0.2139903307,626,6.343938351,
625,87.34114075,625,0.2295191139,625,6.336705208,
624,87.39344788,624,0.2245027274,624,6.304784775,
623,87.43632507,623,0.2254410833,623,6.309733391,
622,87.2938385,622,0.2304490209,622,6.302445412,
621,87.42301178,621,0.2367559373,621,6.280586243,
620,87.47588348,620,0.2207353413,620,6.292895317,
619,87.46847534,619,0.2310591489,619,6.277730465,
618,87.46772766,618,0.2276287675,618,6.274875164,
617,87.43273926,617,0.2277798206,617,6.275287151,
616,87.39672089,616,0.2230226994,616,6.271595001,
615,87.47103119,615,0.2321752757,615,6.248015881,
614,87.40400696,614,0.2219833732,614,6.267991543,
613,87.36542511,613,0.2246941179,613,6.234851837,
612,87.48317719,612,0.2253880054,612,6.251438141,
611,87.40260315,611,0.2233771831,611,6.247416973,
610,87.42366028,610,0.2280410081,610,6.254199982,
609,87.45727539,609,0.2353157103,609,6.241962433,
608,87.40774536,608,0.2268905044,608,6.215055466,
607,87.37142181,607,0.2298965305,607,6.213675499,
606,87.46147156,606,0.2285725623,606,6.217015743,
605,87.46523285,605,0.2272268832,605,6.204133987,
604,87.44730377,604,0.2243651599,604,6.213363171,
603,87.46903992,603,0.2233595103,603,6.207827568,
602,87.44967651,602,0.2316090018,602,6.169343948,
601,87.32322693,601,0.2235007435,601,6.217325211,
600,87.38171387,600,0.2346699536,600,6.182228088,
599,87.33184814,599,0.2269120365,599,6.166378498,
598,87.39447784,598,0.2303594947,598,6.190879822,
597,87.35793304,597,0.2300064266,597,6.151376247,
596,87.31563568,596,0.23124668,596,6.164910793,
595,87.24664307,595,0.226285547,595,6.163443089,
594,87.33837128,594,0.2282605767,594,6.149439335,
593,87.32607269,593,0.2328116149,593,6.117626667,
592,87.3086853,592,0.232405588,592,6.103885651,
591,87.25654602,591,0.2340991348,591,6.112967014,
590,87.19952393,590,0.2273296714,590,6.110953808,
589,87.17677307,589,0.2333523184,589,6.123958111,
588,87.22238922,588,0.2330527902,588,6.082695961,
587,87.24225616,587,0.2307855934,587,6.091457367,
586,87.13560486,586,0.2344523072,586,6.094677448,
585,87.09796906,585,0.2250057012,585,6.077829361,
584,87.12102509,584,0.2311737984,584,6.082261562,
583,87.01576233,583,0.2193611413,583,6.087396145,
582,87.0669632,582,0.2216475606,582,6.06330204,
581,86.9940567,581,0.2302498817,581,6.037950516,
580,87.01316833,580,0.2238644361,580,6.042081833,
579,87.06293488,579,0.2267743647,579,6.068154812,
578,86.98132324,578,0.2450063825,578,6.030789852,
577,86.92441559,577,0.2375179678,577,6.031433582,
576,86.93367767,576,0.2251000553,576,6.025739193,
575,86.83602142,575,0.243524909,575,5.975057125,
574,86.87609863,574,0.2355698049,574,6.007862091,
573,86.76832581,573,0.229647994,573,6.00895834,
572,86.77432251,572,0.2376700044,572,5.98712492,
571,86.90727997,571,0.2333910912,571,6.004652023,
570,86.79942322,570,0.218157053,570,5.984593391,
569,86.70448303,569,0.2215398997,569,6.019611835,
568,86.69332123,568,0.2348799258,568,5.980576515,
567,86.63805389,567,0.2349687517,567,5.95188427,
566,86.67686462,566,0.2366324216,566,5.968891621,
565,86.67053986,565,0.2223311663,565,5.970443249,
564,86.63032532,564,0.2331261337,564,5.956116199,
563,86.62982178,563,0.2352499813,563,5.946441174,
562,86.56529236,562,0.2397760451,562,5.929089546,
561,86.68972778,561,0.2365567982,561,5.945842743,
560,86.57428741,560,0.2289762944,560,5.941534042,
559,86.49617767,559,0.2250853181,559,5.938857555,
558,86.51128387,558,0.2254343331,558,5.935636044,
557,86.47018433,557,0.2284679264,557,5.929820538,
556,86.62705994,556,0.2354708761,556,5.907156467,
555,86.45513153,555,0.2425451577,555,5.900044918,
554,86.46556091,554,0.2265674025,554,5.904313087,
